"MarkettypeID","TradingMonth","RiskPremium1","SMB1","HML1"
"P9709","2022-06","0.077807","-0.018532","-0.067199"
"P9710","2022-06","0.077593","-0.018291","-0.067080"
"P9711","2022-06","0.095292","-0.023238","0.030919"
"P9712","2022-06","0.070746","-0.019320","-0.059573"
"P9713","2022-06","0.070635","-0.018937","-0.060638"
"P9714","2022-06","0.078363","-0.014642","-0.063466"
"P9715","2022-06","0.078147","-0.014608","-0.063864"
"P9718","2022-06","0.126567","-0.000038","-0.124884"
"P9719","2022-06","0.069947","-0.023739","-0.063943"
"P9720","2022-06","0.069847","-0.023984","-0.062989"
"P9721","2022-06","0.077886","-0.018487","-0.066551"
"P9722","2022-06","0.077670","-0.018893","-0.066209"
"P9723","2022-06","0.070842","-0.018564","-0.060024"
"P9724","2022-06","0.070730","-0.018531","-0.060251"
"P9725","2022-06","0.078437","-0.014770","-0.063307"
"P9726","2022-06","0.078221","-0.015004","-0.063679"
"P9701","2022-06","0.059900","-0.043792","-0.072454"
"P9703","2022-06","0.093655","-0.004855","-0.051319"
"P9716","2022-06","0.061650","-0.031597","-0.062412"
"P9717","2022-06","0.108387","-0.008028","-0.052943"
"P9705","2022-07","-0.017878","0.063112","0.014264"
"P9706","2022-07","-0.034536","0.084373","-0.002419"
"P9707","2022-07","0.042997","-0.025210","0.026632"
"P9709","2022-07","-0.032636","0.082908","-0.001216"
"P9710","2022-07","-0.031454","0.080824","-0.001403"
"P9711","2022-07","-0.000888","0.117599","-0.025924"
"P9712","2022-07","-0.033280","0.083638","0.000890"
"P9713","2022-07","-0.031986","0.081437","0.000314"
"P9714","2022-07","-0.031582","0.082746","0.000784"
"P9715","2022-07","-0.030454","0.080774","0.000531"
"P9718","2022-07","-0.126611","0.032254","0.082188"
"P9719","2022-07","-0.034713","0.084574","-0.004785"
"P9720","2022-07","-0.033347","0.082244","-0.003887"
"P9721","2022-07","-0.032797","0.082939","-0.002708"
"P9722","2022-07","-0.031614","0.080954","-0.001847"
"P9723","2022-07","-0.033453","0.084441","-0.001233"
"P9724","2022-07","-0.032158","0.082297","-0.000695"
"P9725","2022-07","-0.031739","0.083211","-0.000502"
"P9726","2022-07","-0.030610","0.081331","0.000143"
"P9701","2022-07","-0.038718","0.072041","0.001804"
"P9703","2022-07","-0.024897","0.096356","-0.005598"
"P9716","2022-07","-0.036725","0.073889","0.006913"
"P9717","2022-07","-0.022802","0.085904","0.000810"
"P9705","2022-08","-0.044176","0.004655","-0.024218"
"P9706","2022-08","-0.011763","-0.006144","0.023962"
"P9707","2022-08","-0.030769","0.058065","-0.040463"
"P9709","2022-08","-0.015578","-0.016380","0.026306"
"P9710","2022-08","-0.015821","-0.015208","0.026695"
"P9711","2022-08","-0.041281","-0.029791","0.022776"
"P9712","2022-08","-0.013022","-0.011961","0.025537"
"P9713","2022-08","-0.013330","-0.010656","0.025667"
"P9714","2022-08","-0.016550","-0.019581","0.026877"
"P9715","2022-08","-0.016769","-0.018433","0.027110"
"P9718","2022-08","-0.042513","-0.024400","0.018022"
"P9719","2022-08","-0.011818","-0.006402","0.024486"
"P9720","2022-08","-0.012160","-0.004421","0.022109"
"P9721","2022-08","-0.015620","-0.016890","0.026831"
"P9722","2022-08","-0.015862","-0.015149","0.025346"
"P9723","2022-08","-0.013073","-0.012283","0.025477"
"P9724","2022-08","-0.013379","-0.010418","0.023526"
"P9725","2022-08","-0.016590","-0.020133","0.027018"
"P9726","2022-08","-0.016808","-0.018480","0.025741"
"P9701","2022-08","-0.002202","-0.016740","0.025976"
"P9703","2022-08","-0.033148","0.015489","0.015615"
"P9716","2022-08","-0.004570","-0.026100","0.028926"
"P9717","2022-08","-0.036474","-0.002557","0.014962"
"P9705","2022-09","-0.104758","-0.001871","-0.005851"
"P9706","2022-09","-0.054181","-0.028055","0.027170"
"P9707","2022-09","-0.074412","0.033855","-0.065691"
"P9709","2022-09","-0.059959","-0.033299","0.032496"
"P9710","2022-09","-0.060190","-0.032243","0.031286"
"P9711","2022-09","-0.079673","-0.026539","0.023328"
"P9712","2022-09","-0.055287","-0.028349","0.026047"
"P9713","2022-09","-0.055617","-0.027199","0.024605"
"P9714","2022-09","-0.060721","-0.032917","0.031424"
"P9715","2022-09","-0.060932","-0.031956","0.030163"
"P9718","2022-09","-0.115751","0.048662","0.069389"
"P9719","2022-09","-0.054292","-0.027418","0.027926"
"P9720","2022-09","-0.054654","-0.026359","0.027232"
"P9721","2022-09","-0.060049","-0.032647","0.032448"
"P9722","2022-09","-0.060278","-0.031696","0.032149"
"P9723","2022-09","-0.055392","-0.027792","0.026736"
"P9724","2022-09","-0.055719","-0.026850","0.026047"
"P9725","2022-09","-0.060806","-0.032298","0.031399"
"P9726","2022-09","-0.061015","-0.031451","0.031049"
"P9701","2022-09","-0.043262","-0.035396","0.030287"
"P9703","2022-09","-0.079295","-0.009375","0.010416"
"P9716","2022-09","-0.045488","-0.035687","0.028530"
"P9717","2022-09","-0.086898","-0.016983","0.016636"
"P9705","2022-10","0.023840","0.052643","-0.016926"
"P9706","2022-10","-0.051088","0.084290","-0.017765"
"P9707","2022-10","-0.038067","0.064349","-0.012555"
"P9709","2022-10","-0.042910","0.089475","-0.026021"
"P9710","2022-10","-0.042833","0.088902","-0.026183"
"P9711","2022-10","0.103908","-0.002452","-0.029052"
"P9712","2022-10","-0.044341","0.087638","-0.018137"
"P9713","2022-10","-0.044234","0.087152","-0.018575"
"P9714","2022-10","-0.037190","0.090768","-0.025705"
"P9715","2022-10","-0.037203","0.090238","-0.025755"
"P9718","2022-10","-0.035167","0.012189","0.036482"
"P9719","2022-10","-0.051059","0.083735","-0.016516"
"P9720","2022-10","-0.050828","0.082983","-0.016049"
"P9721","2022-10","-0.042898","0.088621","-0.024080"
"P9722","2022-10","-0.042821","0.088293","-0.024414"
"P9723","2022-10","-0.044326","0.087314","-0.016833"
"P9724","2022-10","-0.044219","0.086381","-0.016662"
"P9725","2022-10","-0.037187","0.090065","-0.023797"
"P9726","2022-10","-0.037200","0.089615","-0.024246"
"P9701","2022-10","-0.056668","0.078389","-0.008128"
"P9703","2022-10","-0.037856","0.087372","-0.025243"
"P9716","2022-10","-0.046910","0.086188","-0.012913"
"P9717","2022-10","-0.019824","0.088003","-0.035044"
"P9705","2022-11","0.031622","0.005968","0.020713"
"P9706","2022-11","0.098055","-0.007315","0.028685"
"P9707","2022-11","0.069420","-0.039821","-0.027706"
"P9709","2022-11","0.090256","-0.016575","0.036716"
"P9710","2022-11","0.089922","-0.016573","0.035861"
"P9711","2022-11","-0.012325","0.038489","-0.029601"
"P9712","2022-11","0.092403","-0.013947","0.026570"
"P9713","2022-11","0.092008","-0.014177","0.026098"
"P9714","2022-11","0.085591","-0.020058","0.034204"
"P9715","2022-11","0.085344","-0.019945","0.033470"
"P9718","2022-11","0.056330","-0.041284","0.010423"
"P9719","2022-11","0.097978","-0.006234","0.028130"
"P9720","2022-11","0.097463","-0.007126","0.025967"
"P9721","2022-11","0.090200","-0.015672","0.035655"
"P9722","2022-11","0.089869","-0.016192","0.034024"
"P9723","2022-11","0.092340","-0.013254","0.025356"
"P9724","2022-11","0.091947","-0.013752","0.023261"
"P9725","2022-11","0.085546","-0.019424","0.032752"
"P9726","2022-11","0.085300","-0.019774","0.031103"
"P9701","2022-11","0.100478","-0.013652","0.016763"
"P9703","2022-11","0.092423","-0.008630","0.056225"
"P9716","2022-11","0.092395","-0.024203","0.016293"
"P9717","2022-11","0.073780","-0.021149","0.064147"
"P9705","2022-12","-0.023224","-0.028450","-0.023596"
"P9706","2022-12","-0.018596","-0.021693","-0.026741"
"P9707","2022-12","0.006203","-0.047546","-0.027725"
"P9709","2022-12","-0.019111","-0.026706","-0.023770"
"P9710","2022-12","-0.018706","-0.027377","-0.024970"
"P9711","2022-12","-0.033303","-0.002741","-0.037953"
"P9712","2022-12","-0.019309","-0.024433","-0.027201"
"P9713","2022-12","-0.018872","-0.025277","-0.027940"
"P9714","2022-12","-0.019726","-0.028308","-0.024304"
"P9715","2022-12","-0.019329","-0.028891","-0.025368"
"P9718","2022-12","-0.078220","0.006988","0.030436"
"P9719","2022-12","-0.018710","-0.021310","-0.029071"
"P9720","2022-12","-0.018263","-0.022347","-0.029185"
"P9721","2022-12","-0.019212","-0.026429","-0.026020"
"P9722","2022-12","-0.018806","-0.027248","-0.025969"
"P9723","2022-12","-0.019416","-0.023853","-0.028962"
"P9724","2022-12","-0.018978","-0.024782","-0.029011"
"P9725","2022-12","-0.019821","-0.027823","-0.026099"
"P9726","2022-12","-0.019423","-0.028603","-0.026002"
"P9701","2022-12","-0.018075","-0.029198","-0.028633"
"P9703","2022-12","-0.019812","-0.000435","-0.032815"
"P9716","2022-12","-0.019108","-0.032771","-0.028524"
"P9717","2022-12","-0.020817","-0.013102","-0.028221"
"P9701","2023-01","0.048656","0.008192","-0.027592"
"P9703","2023-01","0.078524","-0.004401","-0.011155"
"P9705","2023-01","0.093450","0.011095","-0.023283"
"P9706","2023-01","0.057657","0.008393","-0.026067"
"P9707","2023-01","0.033070","-0.016923","0.024344"
"P9709","2023-01","0.061627","0.014090","-0.032551"
"P9710","2023-01","0.061165","0.013869","-0.031768"
"P9711","2023-01","0.072086","0.020215","0.016354"
"P9712","2023-01","0.058365","0.013947","-0.024242"
"P9713","2023-01","0.057928","0.013658","-0.023645"
"P9714","2023-01","0.062086","0.017762","-0.030382"
"P9715","2023-01","0.061637","0.017509","-0.029647"
"P9716","2023-01","0.050267","0.018810","-0.025485"
"P9717","2023-01","0.082895","0.001238","-0.019054"
"P9718","2023-01","0.146289","-0.038825","-0.062491"
"P9719","2023-01","0.057818","0.009350","-0.023795"
"P9720","2023-01","0.057370","0.009363","-0.024657"
"P9721","2023-01","0.061765","0.014513","-0.030133"
"P9722","2023-01","0.061301","0.014559","-0.030976"
"P9723","2023-01","0.058517","0.014836","-0.022210"
"P9724","2023-01","0.058078","0.014922","-0.023131"
"P9725","2023-01","0.062216","0.018149","-0.028152"
"P9726","2023-01","0.061766","0.018275","-0.029029"
"P9725","2023-02","0.003110","0.034861","0.016254"
"P9716","2023-02","0.007228","0.033427","0.011173"
"P9714","2023-02","0.003188","0.035244","0.017010"
"P9719","2023-02","0.006188","0.028074","0.012204"
"P9706","2023-02","0.006287","0.029183","0.012181"
"P9712","2023-02","0.005498","0.029065","0.013889"
"P9707","2023-02","-0.000043","-0.006405","0.014422"
"P9722","2023-02","0.003633","0.034369","0.014547"
"P9701","2023-02","0.008500","0.034796","0.007791"
"P9721","2023-02","0.003693","0.035122","0.015288"
"P9709","2023-02","0.003776","0.035619","0.016015"
"P9718","2023-02","-0.042894","-0.024810","0.059814"
"P9710","2023-02","0.003715","0.035065","0.015569"
"P9715","2023-02","0.003138","0.034753","0.016553"
"P9724","2023-02","0.005312","0.027285","0.013439"
"P9723","2023-02","0.005405","0.028203","0.013759"
"P9711","2023-02","-0.009111","0.066615","0.027063"
"P9717","2023-02","-0.003728","0.033890","0.032312"
"P9726","2023-02","0.003061","0.034145","0.015509"
"P9720","2023-02","0.006075","0.027083","0.011988"
"P9705","2023-02","-0.015513","0.045006","0.052105"
"P9703","2023-02","0.001279","0.021257","0.029686"
"P9713","2023-02","0.005402","0.028351","0.013756"
"P9701","2023-03","0.002238","-0.026874","0.031985"
"P9703","2023-03","-0.015652","-0.019028","-0.015369"
"P9705","2023-03","0.006735","0.000987","-0.013403"
"P9706","2023-03","-0.003207","-0.028586","0.016681"
"P9707","2023-03","-0.023796","-0.042913","0.015818"
"P9709","2023-03","-0.002084","-0.016327","0.006059"
"P9710","2023-03","-0.002438","-0.016616","0.004819"
"P9711","2023-03","0.047206","-0.004540","-0.019275"
"P9712","2023-03","-0.000586","-0.024076","0.015172"
"P9713","2023-03","-0.000991","-0.024274","0.013907"
"P9714","2023-03","0.000203","-0.014560","0.005962"
"P9715","2023-03","-0.000171","-0.014811","0.004830"
"P9716","2023-03","0.005525","-0.019045","0.026397"
"P9717","2023-03","-0.009047","-0.000454","-0.026605"
"P9718","2023-03","-0.058716","0.010585","0.057280"
"P9719","2023-03","-0.003320","-0.029479","0.017300"
"P9720","2023-03","-0.003695","-0.029862","0.016589"
"P9721","2023-03","-0.002186","-0.017551","0.006666"
"P9722","2023-03","-0.002538","-0.017305","0.005249"
"P9723","2023-03","-0.000698","-0.024216","0.014849"
"P9724","2023-03","-0.001100","-0.024717","0.014298"
"P9725","2023-03","0.000101","-0.015268","0.005973"
"P9726","2023-03","-0.000270","-0.015103","0.004748"
"P9701","2023-04","0.032549","-0.034624","0.088152"
"P9703","2023-04","-0.034031","-0.015928","0.035432"
"P9705","2023-04","-0.027054","-0.003453","0.009148"
"P9706","2023-04","0.012581","-0.037513","0.081354"
"P9707","2023-04","-0.011219","0.008051","-0.031626"
"P9709","2023-04","0.008041","-0.037315","0.076958"
"P9710","2023-04","0.007724","-0.036547","0.075444"
"P9711","2023-04","0.014414","-0.080669","0.037840"
"P9712","2023-04","0.012682","-0.040711","0.080476"
"P9713","2023-04","0.012263","-0.039666","0.078680"
"P9714","2023-04","0.008354","-0.040018","0.076417"
"P9715","2023-04","0.008047","-0.039210","0.074948"
"P9716","2023-04","0.031155","-0.041852","0.087222"
"P9717","2023-04","-0.031928","-0.011419","0.029316"
"P9718","2023-04","-0.028819","0.017775","0.015215"
"P9719","2023-04","0.012499","-0.038704","0.078809"
"P9720","2023-04","0.012060","-0.038035","0.077647"
"P9721","2023-04","0.007976","-0.038251","0.074953"
"P9722","2023-04","0.007661","-0.037937","0.073474"
"P9723","2023-04","0.012604","-0.042406","0.078788"
"P9724","2023-04","0.012187","-0.041621","0.077670"
"P9725","2023-04","0.008292","-0.041300","0.074918"
"P9726","2023-04","0.007987","-0.040860","0.073540"
"P9701","2023-05","-0.036863","0.038555","0.022388"
"P9703","2023-05","-0.035656","0.038880","0.009504"
"P9705","2023-05","-0.014821","0.081046","0.004255"
"P9706","2023-05","-0.036517","0.038526","0.017230"
"P9707","2023-05","-0.066472","-0.008524","0.001160"
"P9709","2023-05","-0.034108","0.050656","0.011858"
"P9710","2023-05","-0.034619","0.049512","0.010890"
"P9711","2023-05","-0.031026","0.069611","0.024097"
"P9712","2023-05","-0.036207","0.039841","0.019218"
"P9713","2023-05","-0.036713","0.038654","0.018216"
"P9714","2023-05","-0.033952","0.050768","0.013488"
"P9715","2023-05","-0.034440","0.049768","0.012566"
"P9716","2023-05","-0.036410","0.040016","0.025010"
"P9717","2023-05","-0.029325","0.056470","0.006351"
"P9718","2023-05","0.028169","0.019812","0.045811"
"P9719","2023-05","-0.036392","0.039619","0.018005"
"P9720","2023-05","-0.036924","0.038119","0.016880"
"P9721","2023-05","-0.034001","0.051126","0.012868"
"P9722","2023-05","-0.034512","0.049962","0.011676"
"P9723","2023-05","-0.036089","0.040759","0.020126"
"P9724","2023-05","-0.036596","0.039540","0.019060"
"P9725","2023-05","-0.033850","0.051140","0.014597"
"P9726","2023-05","-0.034339","0.050185","0.013475"
"P9701","2023-06","0.008701","0.024518","-0.020173"
"P9703","2023-06","0.029271","0.014273","-0.017145"
"P9705","2023-06","0.007903","0.008105","0.021162"
"P9706","2023-06","0.014588","0.020565","-0.021171"
"P9707","2023-06","0.011396","0.007312","0.012165"
"P9709","2023-06","0.013828","0.018482","-0.015578"
"P9710","2023-06","0.013789","0.018755","-0.014646"
"P9711","2023-06","-0.032310","0.090425","-0.041978"
"P9712","2023-06","0.011860","0.019155","-0.018242"
"P9713","2023-06","0.011852","0.019444","-0.017358"
"P9714","2023-06","0.011434","0.018125","-0.013900"
"P9715","2023-06","0.011433","0.018363","-0.013109"
"P9716","2023-06","0.005435","0.020589","-0.015692"
"P9717","2023-06","0.022659","0.011939","-0.007025"
"P9718","2023-06","-0.031956","0.050377","0.008688"
"P9719","2023-06","0.014490","0.020708","-0.019859"
"P9720","2023-06","0.014435","0.020900","-0.018933"
"P9721","2023-06","0.013743","0.018505","-0.014518"
"P9722","2023-06","0.013706","0.018794","-0.013888"
"P9723","2023-06","0.011774","0.019360","-0.017726"
"P9724","2023-06","0.011767","0.019473","-0.016747"
"P9725","2023-06","0.011357","0.018149","-0.013398"
"P9726","2023-06","0.011358","0.018347","-0.012733"
"P9701","2023-07","0.052296","-0.017258","0.027729"
"P9703","2023-07","0.025116","0.001024","0.028631"
"P9705","2023-07","-0.014303","0.027756","-0.020890"
"P9706","2023-07","0.044420","-0.011835","0.025640"
"P9707","2023-07","0.055874","-0.011377","-0.030118"
"P9709","2023-07","0.037723","-0.021765","0.025559"
"P9710","2023-07","0.038013","-0.021540","0.025485"
"P9711","2023-07","-0.036231","-0.030723","0.011630"
"P9712","2023-07","0.039811","-0.024587","0.019776"
"P9713","2023-07","0.040084","-0.024411","0.019688"
"P9714","2023-07","0.033954","-0.029076","0.022069"
"P9715","2023-07","0.034286","-0.028883","0.021994"
"P9716","2023-07","0.045334","-0.041139","0.021990"
"P9717","2023-07","0.012991","-0.012093","0.025186"
"P9718","2023-07","-0.029394","0.020745","0.018344"
"P9719","2023-07","0.044265","-0.012141","0.028249"
"P9720","2023-07","0.044474","-0.011236","0.029025"
"P9721","2023-07","0.037598","-0.023179","0.027801"
"P9722","2023-07","0.037889","-0.022281","0.028328"
"P9723","2023-07","0.039674","-0.025302","0.020268"
"P9724","2023-07","0.039948","-0.023999","0.021880"
"P9725","2023-07","0.033842","-0.030492","0.023092"
"P9726","2023-07","0.034175","-0.029418","0.024153"
"P9701","2023-08","-0.047332","-0.003098","-0.004203"
"P9703","2023-08","-0.065738","0.019877","0.000552"
"P9705","2023-08","-0.048715","0.052800","-0.004268"
"P9706","2023-08","-0.052610","0.005129","0.001115"
"P9707","2023-08","-0.112459","0.031298","-0.003635"
"P9709","2023-08","-0.052180","0.012870","0.002183"
"P9710","2023-08","-0.053161","0.012833","0.001432"
"P9711","2023-08","-0.018539","0.017429","-0.016041"
"P9712","2023-08","-0.050701","0.006972","0.001897"
"P9713","2023-08","-0.051767","0.006746","0.001534"
"P9714","2023-08","-0.050493","0.013032","0.002101"
"P9715","2023-08","-0.051452","0.013031","0.001428"
"P9716","2023-08","-0.045121","0.000935","-0.001968"
"P9717","2023-08","-0.060599","0.028949","0.002794"
"P9718","2023-08","-0.067856","-0.007050","0.012127"
"P9719","2023-08","-0.052640","0.005473","0.000539"
"P9720","2023-08","-0.053730","0.005736","0.000060"
"P9721","2023-08","-0.052208","0.013410","0.001815"
"P9722","2023-08","-0.053187","0.013587","0.001198"
"P9723","2023-08","-0.050734","0.008371","0.001993"
"P9724","2023-08","-0.051797","0.008587","0.001378"
"P9725","2023-08","-0.050523","0.014274","0.002128"
"P9726","2023-08","-0.051479","0.014466","0.001468"
"P9701","2023-09","0.004838","0.002409","0.011448"
"P9703","2023-09","-0.016463","0.024565","0.010903"
"P9705","2023-09","-0.023788","0.009719","0.021111"
"P9706","2023-09","-0.001182","0.007088","0.015981"
"P9707","2023-09","-0.019979","-0.008840","-0.009816"
"P9709","2023-09","-0.003699","0.008804","0.018556"
"P9710","2023-09","-0.003958","0.008969","0.018337"
"P9711","2023-09","-0.032629","0.022486","-0.022655"
"P9712","2023-09","-0.003094","0.006349","0.015139"
"P9713","2023-09","-0.003377","0.006412","0.015064"
"P9714","2023-09","-0.005272","0.008372","0.017617"
"P9715","2023-09","-0.005494","0.008515","0.017375"
"P9716","2023-09","0.001737","0.000697","0.010798"
"P9717","2023-09","-0.018713","0.024200","0.015746"
"P9718","2023-09","0.016500","-0.031016","0.011617"
"P9719","2023-09","-0.001147","0.006843","0.014664"
"P9720","2023-09","-0.001483","0.006042","0.013608"
"P9721","2023-09","-0.003663","0.007992","0.016867"
"P9722","2023-09","-0.003922","0.007505","0.016064"
"P9723","2023-09","-0.003057","0.005366","0.012672"
"P9724","2023-09","-0.003341","0.004719","0.011659"
"P9725","2023-09","-0.005236","0.007134","0.015203"
"P9726","2023-09","-0.005457","0.006689","0.014370"
"P9701","2023-10","-0.032801","0.036592","-0.005810"
"P9703","2023-10","-0.022080","0.028677","-0.007575"
"P9705","2023-10","-0.013213","0.018608","-0.013711"
"P9706","2023-10","-0.029814","0.032931","-0.006960"
"P9707","2023-10","-0.042809","-0.021230","0.031338"
"P9709","2023-10","-0.027992","0.031757","-0.009699"
"P9710","2023-10","-0.028224","0.029988","-0.010749"
"P9711","2023-10","0.002387","0.011332","-0.024345"
"P9712","2023-10","-0.027873","0.030540","-0.009816"
"P9713","2023-10","-0.028120","0.028480","-0.011105"
"P9714","2023-10","-0.026351","0.029925","-0.011334"
"P9715","2023-10","-0.026596","0.028368","-0.012091"
"P9716","2023-10","-0.029928","0.031817","-0.009396"
"P9717","2023-10","-0.019361","0.026293","-0.008838"
"P9718","2023-10","-0.035610","0.012770","-0.013575"
"P9719","2023-10","-0.029826","0.033145","-0.010377"
"P9720","2023-10","-0.030054","0.031718","-0.011578"
"P9721","2023-10","-0.028006","0.031591","-0.012030"
"P9722","2023-10","-0.028238","0.030644","-0.012843"
"P9723","2023-10","-0.027889","0.031534","-0.011067"
"P9724","2023-10","-0.028135","0.030406","-0.011954"
"P9725","2023-10","-0.026368","0.030328","-0.012262"
"P9726","2023-10","-0.026612","0.029522","-0.012921"
"P9701","2023-11","-0.002068","0.057866","-0.005808"
"P9703","2023-11","-0.001803","0.056098","-0.004568"
"P9705","2023-11","0.008642","0.038505","0.012796"
"P9706","2023-11","-0.001993","0.057921","-0.007732"
"P9707","2023-11","0.007920","0.021795","-0.018696"
"P9709","2023-11","-0.000803","0.055042","-0.004909"
"P9710","2023-11","-0.000664","0.054452","-0.005957"
"P9711","2023-11","0.016272","0.028095","0.018702"
"P9712","2023-11","-0.000843","0.056339","-0.005167"
"P9713","2023-11","-0.000696","0.055632","-0.006057"
"P9714","2023-11","0.000159","0.054041","-0.003264"
"P9715","2023-11","0.000276","0.053609","-0.004198"
"P9716","2023-11","-0.000499","0.053619","-0.000251"
"P9717","2023-11","0.001430","0.050498","-0.000174"
"P9718","2023-11","0.284350","0.206858","0.075445"
"P9719","2023-11","-0.001362","0.065087","0.001535"
"P9720","2023-11","-0.001196","0.063578","0.001047"
"P9721","2023-11","-0.000245","0.058825","0.001270"
"P9722","2023-11","-0.000115","0.057801","0.000908"
"P9723","2023-11","-0.000253","0.062691","0.002162"
"P9724","2023-11","-0.000116","0.061340","0.001412"
"P9725","2023-11","0.000684","0.057707","0.002046"
"P9726","2023-11","0.000793","0.056711","0.001425"
"P9701","2023-12","-0.011357","-0.006340","0.000088"
"P9703","2023-12","-0.026086","0.009341","-0.007199"
"P9705","2023-12","-0.022846","-0.007004","0.014374"
"P9706","2023-12","-0.015495","0.000710","0.001780"
"P9707","2023-12","-0.000464","-0.012832","-0.027179"
"P9709","2023-12","-0.016327","-0.005486","0.005070"
"P9710","2023-12","-0.016065","-0.005568","0.004964"
"P9711","2023-12","-0.020346","-0.012537","-0.005514"
"P9712","2023-12","-0.015807","-0.001868","0.002378"
"P9713","2023-12","-0.015540","-0.001866","0.001823"
"P9714","2023-12","-0.016558","-0.006757","0.005221"
"P9715","2023-12","-0.016307","-0.006817","0.005106"
"P9716","2023-12","-0.012141","-0.010106","0.003365"
"P9717","2023-12","-0.025074","-0.000305","-0.001004"
"P9718","2023-12","0.159637","0.148842","0.246607"
"P9719","2023-12","-0.014975","0.006405","0.006904"
"P9720","2023-12","-0.014706","0.005844","0.006559"
"P9721","2023-12","-0.015864","-0.001469","0.007611"
"P9722","2023-12","-0.015610","-0.001769","0.007236"
"P9723","2023-12","-0.015319","0.003034","0.005710"
"P9724","2023-12","-0.015061","0.002684","0.005653"
"P9725","2023-12","-0.016120","-0.002998","0.006962"
"P9726","2023-12","-0.015877","-0.003202","0.006775"
